组ID,视频类型,文件名,视频ID,视频链接,哈希值
组12,重复视频,7411766099064278291.mp4,7411766099064278291,https://douyin.com/?modal_id=7411766099064278291,97f7b87b3e7daec42837107e0f87d8c1df61a0bb6bca0284981adc74fe4a3f1d
组12,重复视频,7411477349432167719.mp4,7411477349432167719,https://douyin.com/?modal_id=7411477349432167719,07cf86967c31b10b5fa905bf6be1ae24acb4fb6af23276f49446e3df874f880e
组12,重复视频,7411468024089218367.mp4,7411468024089218367,https://douyin.com/?modal_id=7411468024089218367,84f34ff252274335a15dcf32ce3978d67522f3758e3ca6df03ec42e52716b62d
组12,重复视频,7410750581385530687.mp4,7410750581385530687,https://douyin.com/?modal_id=7410750581385530687,3112a9fdae003fbc102b853ea68cec64708a873911c819a2b4d6d9f1ab29162a
组12,重复视频,7410266358476311847.mp4,7410266358476311847,https://douyin.com/?modal_id=7410266358476311847,98c528edd8f7325709554dcdb4ee54260e32cff46e678a9fa86e3273b90275d2
组12,重复视频,7410023412090850596.mp4,7410023412090850596,https://douyin.com/?modal_id=7410023412090850596,62cf2a11fcd90bf6a89a3b552db7bc60a442eeefe3c72704f695f16fdab3148c
组12,重复视频,7409995935561911593.mp4,7409995935561911593,https://douyin.com/?modal_id=7409995935561911593,86e323c4dbd727ec9b35af07bbbbc00b68119f0e000b2c240f6e4558239a74cb
组13,原视频,7406634952248331531.mp4,7406634952248331531,https://douyin.com/?modal_id=7406634952248331531,c096c18f8b0b5d17c5d22c5e644f459504dd8a8cb56323245b6031d1a1d66ece
组13,重复视频,7400695021160254759.mp4,7400695021160254759,https://douyin.com/?modal_id=7400695021160254759,8e304a9f5a0e042776b4bbfcdadb97f75021cb24f98e836ce3837bd713a3c9c1
组14,原视频,7401359354533874980.mp4,7401359354533874980,https://douyin.com/?modal_id=7401359354533874980,887b9b91e73209c6fa5c2e6b3bb0e25498114895cdfff3f6be8027c76eb3d269
组14,重复视频,7398728942930251047.mp4,7398728942930251047,https://douyin.com/?modal_id=7398728942930251047,2522c8f9915cec224e301f9c5496acac8db87585c948fc3cf8d73fcf5d23c66c
组15,原视频,7408488924554857763.mp4,7408488924554857763,https://douyin.com/?modal_id=7408488924554857763,96e82cace7cc51c3c74452b38f3c60287428fb1885f01e5d74e42bc9cd4a8f09
组15,重复视频,7406919908094692643.mp4,7406919908094692643,https://douyin.com/?modal_id=7406919908094692643,148217de7a0b2ee5ba1b59ebe9440a033571cc6b65e0d70caf85e1876176b1d3
组15,重复视频,7405432060799765760.mp4,7405432060799765760,https://douyin.com/?modal_id=7405432060799765760,97294d39c3db2f81f268717342b4a0d90b2c23c08f3cc9e52ee6dd3148fc2d82
组15,重复视频,7404657610491841844.mp4,7404657610491841844,https://douyin.com/?modal_id=7404657610491841844,1488d23460a5242c575a460633570e8f76964681509a1bfa49b4b490efad2bf3
组15,重复视频,7404320103694748968.mp4,7404320103694748968,https://douyin.com/?modal_id=7404320103694748968,eb099d7ce510bb4e51d1ce51f0297948fbcb63312b36b34e216dc5fca19d1b3f
组15,重复视频,7403249974554774836.mp4,7403249974554774836,https://douyin.com/?modal_id=7403249974554774836,0f66e75b9f72168a6337cf5174b9d88b481273f5cd4fa2e0bb2a89687ac50904
组16,原视频,7405052308687457536.mp4,7405052308687457536,https://douyin.com/?modal_id=7405052308687457536,571d71906912a5afc98376329b03787bdbb46fed0d1e5367b4f425cd989f00ce
组16,重复视频,7404750019707899136.mp4,7404750019707899136,https://douyin.com/?modal_id=7404750019707899136,95743869b5d2f95248339391f2751727e6a196823ec80dc3b5ee83dcf7583642
组16,重复视频,7404428358924225832.mp4,7404428358924225832,https://douyin.com/?modal_id=7404428358924225832,2a8fe840b789731d33b7798004b1e4aed1856191532f7da9d810359ce951b1cb
组16,重复视频,7401730996007193856.mp4,7401730996007193856,https://douyin.com/?modal_id=7401730996007193856,80d24520135553524fc335d538b30d952fc7c0d2648218599ab239ea4b53df51
组16,重复视频,7401395023821982991.mp4,7401395023821982991,https://douyin.com/?modal_id=7401395023821982991,a1527c74270f2141e7a8970e12d94dff4cf232aa535aa3a207ff7b11bc953dd8
组16,重复视频,7401047737820531968.mp4,7401047737820531968,https://douyin.com/?modal_id=7401047737820531968,7b270b784660a90f197bd8d63fcc9ddd5f461e874019c4d3d0d7cdede47433b5
组16,重复视频,7400405646794951936.mp4,7400405646794951936,https://douyin.com/?modal_id=7400405646794951936,3e1db8a43830a87411ecefb098c95ebed7b55eb715ecd94e1167d4e32fd72b4e
组17,原视频,7399832596668026147.mp4,7399832596668026147,https://douyin.com/?modal_id=7399832596668026147,dc9be304c48827c246bd95d5e2e584dd0d7e5137804fa44e70d219f1770204fe
组17,重复视频,7399645160541293864.mp4,7399645160541293864,https://douyin.com/?modal_id=7399645160541293864,ec3754fff47bde66228e1a79d1dc9396f282e6388e160a33d38901b34bbc2679
组18,原视频,7407645516214963471.mp4,7407645516214963471,https://douyin.com/?modal_id=7407645516214963471,fbd5f361f6347d69fa5a4ef927f2700e23c8c187ef8a74211dc55c65ec7e5c74
组18,重复视频,7403586190043106594.mp4,7403586190043106594,https://douyin.com/?modal_id=7403586190043106594,db66d6b098f4312f7ae9f4f10a8faddf86d6e12471c52474b29ceca786c1f7b2
组19,原视频,7411911433585249546.mp4,7411911433585249546,https://douyin.com/?modal_id=7411911433585249546,f166e5d2bd09f8a1fea7d4f20ce114f29ee0728ff5e3174fc59a20a3c61f866f
组19,重复视频,7410728729950833971.mp4,7410728729950833971,https://douyin.com/?modal_id=7410728729950833971,dfa9bd2e7b481b8ad3c4f7a69beac79ad9fc474bcacc735411232bb2ddf8024b
组19,重复视频,7410627198408756507.mp4,7410627198408756507,https://douyin.com/?modal_id=7410627198408756507,8dff9636aee5af9b7a670383b29c0db754c21bb5afdc1b8063cd5e16be3794ba
组19,重复视频,7409958584345234726.mp4,7409958584345234726,https://douyin.com/?modal_id=7409958584345234726,6e221a12aef3341d3cd171393ff57d6ed63f53bdd8ff33c71d35067a36ffefb7
组20,原视频,7405234553628986664.mp4,7405234553628986664,https://douyin.com/?modal_id=7405234553628986664,908476962f22a7a4e39a03c331379cc7825e481dfe189eb64a64d7cca949d203
组20,重复视频,7405061966038846755.mp4,7405061966038846755,https://douyin.com/?modal_id=7405061966038846755,0fe896451cd8b7c24e4ac8fb4354ff7d796e7773e7319022c71ee0f5f21656b9
组21,原视频,7413986082653605160.mp4,7413986082653605160,https://douyin.com/?modal_id=7413986082653605160,0ccee6e4d628e9f08ad49320aba22ea05968cb0d634005b9202f29ea723df52e
组21,重复视频,7413686227762744616.mp4,7413686227762744616,https://douyin.com/?modal_id=7413686227762744616,62f236bdc8011c2ef437dbf39188965c1ecf0fd4b714a3cc04797c5e3f539b2a
组21,重复视频,7413236929170312483.mp4,7413236929170312483,https://douyin.com/?modal_id=7413236929170312483,35c949c03880fb335ddd716157a7700508388906f4b59cda39355daf72a927ab
组21,重复视频,7412963441314385192.mp4,7412963441314385192,https://douyin.com/?modal_id=7412963441314385192,4a7aedc5262a72ef70b5d8aca38e5af6df1b2b5162bb3a6ddaaa1d9971f95a24
组21,重复视频,7412869874634034467.mp4,7412869874634034467,https://douyin.com/?modal_id=7412869874634034467,38256bdcf0ab14d4bd6e971512050f6a4f679003b11090cfa9a1ea900ea76fa0
组21,重复视频,7412614894740098356.mp4,7412614894740098356,https://douyin.com/?modal_id=7412614894740098356,2c05342875689be0387bdadd5f113c8c215ad504d2cebba618d9ee537f37b634
组21,重复视频,7412614693510057250.mp4,7412614693510057250,https://douyin.com/?modal_id=7412614693510057250,e41144502b4c9cf0a34f60fe476020b8185aa75aae32c083a91c5266d15d31fe
组21,重复视频,7412484541274672418.mp4,7412484541274672418,https://douyin.com/?modal_id=7412484541274672418,08f184fdaa04434accdf8684bea8b0378873d442a603c339eba683ee677ed5e6
组21,重复视频,7412153496042097972.mp4,7412153496042097972,https://douyin.com/?modal_id=7412153496042097972,d2ad6e2cfc6da0111125eb61449181403a4168e98c7f86bebed9a7fa84367b76
组21,重复视频,7406642168066018598.mp4,7406642168066018598,https://douyin.com/?modal_id=7406642168066018598,87a01544e12197c9171907ac2687e3960b5cc1caec6555abe8ecbb97b78203f1
组21,重复视频,7405783984392637734.mp4,7405783984392637734,https://douyin.com/?modal_id=7405783984392637734,48a81884df60e51b4980d8c7f90db0d742d7fae3ed6b55274d83f92e354775fc
组21,重复视频,7405501332431359270.mp4,7405501332431359270,https://douyin.com/?modal_id=7405501332431359270,d98fe5ae521b8c80c9909cd32f6abab8c3d896916b50fa0040867ab22391177f
组21,重复视频,7405048598393621786.mp4,7405048598393621786,https://douyin.com/?modal_id=7405048598393621786,471817c408fddd1371b3a762073c27d1cc1b04aa9237e997f9500e978a5b3f28
组21,重复视频,7398093620420627739.mp4,7398093620420627739,https://douyin.com/?modal_id=7398093620420627739,eed96f0dc96653b01781107b95b16c3376afeb8d0fd8cad19e08e4942586979e
组21,重复视频,7397716875582459187.mp4,7397716875582459187,https://douyin.com/?modal_id=7397716875582459187,646801fb1a600b4a6b24b0ec8df7e0d3aeaf757c4fda0b1604b262ed0cec47b7
组21,重复视频,7397629951689674035.mp4,7397629951689674035,https://douyin.com/?modal_id=7397629951689674035,9097df3c38717020b616edd7c294c1102b8f0f80b2c72ec385edd58d9b1f4aa0
组21,重复视频,7397295411322555698.mp4,7397295411322555698,https://douyin.com/?modal_id=7397295411322555698,2e92f37852225a3d8c9dacd74dba39fe0ca1e004f2b86637b7fe359ddc204d9a
组21,重复视频,7411846831778450740.mp4,7411846831778450740,https://douyin.com/?modal_id=7411846831778450740,4ead003aef3eb9bb005eceaf8bba61f4b12d6abd4b8b77c253e4e2f093bb37f6
组21,重复视频,7411507429227171072.mp4,7411507429227171072,https://douyin.com/?modal_id=7411507429227171072,ab72b33fe8477ffd1bc395f5faba273bbdf14d061a7a5bdbe6ff37d9f1987d1f
组21,重复视频,7411138652216020264.mp4,7411138652216020264,https://douyin.com/?modal_id=7411138652216020264,0519bc5a0737c12efbacf2f87a9b181d3177e801f0acbbb89035c3952ea43fd4
组21,重复视频,7410750746498551055.mp4,7410750746498551055,https://douyin.com/?modal_id=7410750746498551055,a76911caa58242bd890425324cbb8f41bba39f345a8bcafcab756abfe0580f1e
组21,重复视频,7409276743946603791.mp4,7409276743946603791,https://douyin.com/?modal_id=7409276743946603791,b6ba72358f7bfe0497c1a89e5e0ea83cbc06f7ce3cb074d2a1d858078187d20a
组21,重复视频,7408523682101857588.mp4,7408523682101857588,https://douyin.com/?modal_id=7408523682101857588,e95864d5eb1ca1c193ec5b86c3e15db5c81075d1caa65089eb30153e96cc341a
组21,重复视频,7406693729148423476.mp4,7406693729148423476,https://douyin.com/?modal_id=7406693729148423476,ba9b07c4c3ecbb1df4aff155966128e389adb6f54ba93347fbd47f897078b2fb
组21,重复视频,7405942537204124980.mp4,7405942537204124980,https://douyin.com/?modal_id=7405942537204124980,a37b207ba28377e819e75ba04e5915d494c19ead6b586df83bc1667237200581
组21,重复视频,7405577115829226786.mp4,7405577115829226786,https://douyin.com/?modal_id=7405577115829226786,e57716fb9ea93cb59e7cb0bb21c8435c31079b5ac04c419f4d89a190aef5fe80
组21,重复视频,7405242113643859240.mp4,7405242113643859240,https://douyin.com/?modal_id=7405242113643859240,b5597cdcd8f37eb14894d9ec9b34b085e9ccb27a9c7554c39afc58ff113f6478
组21,重复视频,7405204415801593140.mp4,7405204415801593140,https://douyin.com/?modal_id=7405204415801593140,1c1b229c0dfb3336a3e44931e12a851f6cd1135f28e3241a61454508bcdbe031
组21,重复视频,7404870959913635124.mp4,7404870959913635124,https://douyin.com/?modal_id=7404870959913635124,99644a1362138d829db75eac7a2d246c6b9d2dbcd195e7ad3555872a7bcfa32c
组21,重复视频,7404851256042261794.mp4,7404851256042261794,https://douyin.com/?modal_id=7404851256042261794,1244f7d16bf65c37f679a883a4225cb8691b197be28b4bf8a15bc3a8a2895d66
组21,重复视频,7404101886984391951.mp4,7404101886984391951,https://douyin.com/?modal_id=7404101886984391951,486645e6f8f4c3cc309ab5fe0cd4e699e95b1f5542334d0c108d8c24b4d5055a
组21,重复视频,7403732817424829730.mp4,7403732817424829730,https://douyin.com/?modal_id=7403732817424829730,5f62445974257a30364d714df9200428b98ea90ae0b81a577043b281d937b595
组21,重复视频,7402982083955543348.mp4,7402982083955543348,https://douyin.com/?modal_id=7402982083955543348,f83c9cbdc901d83cd63c8c62d5bc0bfbb0964b1b9462e19be491145f967fd814
组21,重复视频,7402617491987500340.mp4,7402617491987500340,https://douyin.com/?modal_id=7402617491987500340,4feb42ca1f139244f64ea0c4358803ebd5d98c7acec3703b50068371b95c32ae
组21,重复视频,7401915084055776547.mp4,7401915084055776547,https://douyin.com/?modal_id=7401915084055776547,ac67e90f510e4319470d63e98e767a19a0b180b0685a7543756d908245af022e
组21,重复视频,7411059603074485514.mp4,7411059603074485514,https://douyin.com/?modal_id=7411059603074485514,9d46b33abb2af4fec19074f835e77dc2ba9857b575dc7a8b54e31cc21fe0a771
组21,重复视频,7411037415357353225.mp4,7411037415357353225,https://douyin.com/?modal_id=7411037415357353225,d760fa1849f29d02eccdeb69578b6e3ff0430e5dd83cdb8b69135fe8e0f6cecb
组21,重复视频,7409984529835871498.mp4,7409984529835871498,https://douyin.com/?modal_id=7409984529835871498,1cd17f1d83fd557a8117012a5c3720e2cfc8b3164dc0988bb88299e941e38312
组21,重复视频,7409900725691600154.mp4,7409900725691600154,https://douyin.com/?modal_id=7409900725691600154,d386c36f68e5a775e155af8a6cf57dd3bbc49979b68b3faab4582a4bb990606b
组21,重复视频,7409584150828616997.mp4,7409584150828616997,https://douyin.com/?modal_id=7409584150828616997,ffb783b98ee3d7f19cae16ec1ef392fd903dbf1556039b416fe8d564756c6fea
组21,重复视频,7409188316769209609.mp4,7409188316769209609,https://douyin.com/?modal_id=7409188316769209609,3601c901b17720936033bf46dde29e4020e656a689765521e857d1b869e37a1b
组21,重复视频,7408854842883558665.mp4,7408854842883558665,https://douyin.com/?modal_id=7408854842883558665,47c50247519e8b772e3b02e6d3dce3797f17194acf7af4050314929d10a58561
组21,重复视频,7408812523220192522.mp4,7408812523220192522,https://douyin.com/?modal_id=7408812523220192522,869d939a9a9c99f43d59c37f92dbb79e827c60cedf9c57c63e36f828e58145fd
组21,重复视频,7408398256016723252.mp4,7408398256016723252,https://douyin.com/?modal_id=7408398256016723252,f5b4f10e3a89b43bc05f9782b1645eb18514913906c28c27b8ebd3037f182b5e
组21,重复视频,7408178976780242191.mp4,7408178976780242191,https://douyin.com/?modal_id=7408178976780242191,f87582cd0e8e70fcbd772db681cdedbbc43127d17c953790cc153d64e06ec19a
组21,重复视频,7406244647368019240.mp4,7406244647368019240,https://douyin.com/?modal_id=7406244647368019240,37a0f6cd59ebc4a82f03f4b26e17a3577eb07615a2f62b1d60ae570b9ca3266a
组21,重复视频,7406212049610542388.mp4,7406212049610542388,https://douyin.com/?modal_id=7406212049610542388,20b567c9722e71b2b0e4210541bd1953b570cccbfc7e84ab8e3e832f8e420bc3
组21,重复视频,7405431372275256610.mp4,7405431372275256610,https://douyin.com/?modal_id=7405431372275256610,698f6c81ccdece1ea521a48395e747ec5d62091d9dbeb9f02d7ff0f9c1137513
组21,重复视频,7405405604237430068.mp4,7405405604237430068,https://douyin.com/?modal_id=7405405604237430068,b91241eb8e02e62b328f1d730126c022fdc2acdf73ed76a99e1f27e31735ab23
组22,原视频,7402857699769093426.mp4,7402857699769093426,https://douyin.com/?modal_id=7402857699769093426,7acd6206c303d67b09cb02219aa1d0f265dfec707716611287c1643e07a55894
组22,重复视频,7400623792319515941.mp4,7400623792319515941,https://douyin.com/?modal_id=7400623792319515941,ef2ddc5b6aeef4239e6f800cf772c07b4222ed2fe714c635b6244648331e4ee7
组23,原视频,7414709412650110243.mp4,7414709412650110243,https://douyin.com/?modal_id=7414709412650110243,96bfe3389b51146058934c7807d92cc4501ad28f9c3791f24adc015aa457c2af
组23,重复视频,7412462656679955727.mp4,7412462656679955727,https://douyin.com/?modal_id=7412462656679955727,62352461551a7a5fc70f589a52fb16434be9d43cb4ad302099ae142505526b37
组23,重复视频,7412224220505181440.mp4,7412224220505181440,https://douyin.com/?modal_id=7412224220505181440,9bedeedd4cd1a30096f12e9e6821e1d9733506c3f69642826a4fbdee81a2372e
组23,重复视频,7407018516282363146.mp4,7407018516282363146,https://douyin.com/?modal_id=7407018516282363146,fff16cdb0335cd5ae3df681ca582792c71f003a9d9e4b9b22b86082448511aa7
组23,重复视频,7406545305191206154.mp4,7406545305191206154,https://douyin.com/?modal_id=7406545305191206154,92c4abec57f7ba96848995636e67fb640b77130ad42f2031774d2b3ff666d9f4
组23,重复视频,7405967621146823946.mp4,7405967621146823946,https://douyin.com/?modal_id=7405967621146823946,efcd4ac386d9b2707da2a0c120690a82835bad2643cb4291be3ae273f5a74b5b
组23,重复视频,7405496704495013146.mp4,7405496704495013146,https://douyin.com/?modal_id=7405496704495013146,1860d7d5ae502d3639c2748c56e2997d984bb8bffce3a3d201b71ab78e13f574
组23,重复视频,7404772653728386341.mp4,7404772653728386341,https://douyin.com/?modal_id=7404772653728386341,44a16e9aef98964eb363d896b7ef738c18a97c7dd94742a2eaf86dc4bfd8e98c
组23,重复视频,7404348084920028454.mp4,7404348084920028454,https://douyin.com/?modal_id=7404348084920028454,890c5d7e4d5a5b6ecd6dc317ea7c8f286de3c8b26d830f29169b9ba550876eff
组23,重复视频,7404308575113252133.mp4,7404308575113252133,https://douyin.com/?modal_id=7404308575113252133,5598c24915cf112a3ac9630003ba6d8a73f1997d6d234c867d3e2e042bdc56c7
组23,重复视频,7404008403103681830.mp4,7404008403103681830,https://douyin.com/?modal_id=7404008403103681830,bced42a828fec6b9e8e06e962b78dd4cba9dcb8f3d73ffb192f23e834fe3faf4
组23,重复视频,7403599409558129971.mp4,7403599409558129971,https://douyin.com/?modal_id=7403599409558129971,8c8864288a5c127839b2d546b2e014fb25ff8c44224b5d01f89b0080efeeb641
组23,重复视频,7403546890710584603.mp4,7403546890710584603,https://douyin.com/?modal_id=7403546890710584603,19fbf2858cd801512b94ab4096999dbfa9d463fc8eafd55a4eb702772c2111fc
组23,重复视频,7403241768176700698.mp4,7403241768176700698,https://douyin.com/?modal_id=7403241768176700698,4bc1e914638d96635e3806c46f64f87e626fd096d0e2e1e4f4cfd0c730da9116
组23,重复视频,7403220374382562611.mp4,7403220374382562611,https://douyin.com/?modal_id=7403220374382562611,814b08bc13784581ecfb744fcd148a4fd8a45f1b378951937501b0dfaa14788f
组23,重复视频,7402835327360060710.mp4,7402835327360060710,https://douyin.com/?modal_id=7402835327360060710,f1d0e0da32cbab3dbf53973b118841678ae34b1d7c76bc8dce2d1662fac74ddf
组23,重复视频,7402494339315748147.mp4,7402494339315748147,https://douyin.com/?modal_id=7402494339315748147,e446da0d81fb3be7303d651c75dbbb66da1ff4aa2c7aed58a77cb58db9c5299c
组23,重复视频,7402447110622235914.mp4,7402447110622235914,https://douyin.com/?modal_id=7402447110622235914,6ef4ca6e61745ddc309ee8d0d9e8558b6282595c15c3ad6dc2cf763a5a4f744b
组23,重复视频,7402108868068724019.mp4,7402108868068724019,https://douyin.com/?modal_id=7402108868068724019,3d0e7870976bc750f1437a9801c476e457132c95b6a23979bf959397381c1d48
组23,重复视频,7402064529485581618.mp4,7402064529485581618,https://douyin.com/?modal_id=7402064529485581618,cf56d537c9e0c966063a62d3d7d891751120e3c5a2e80d3717cb7457f30a116e
组23,重复视频,7401797126218452275.mp4,7401797126218452275,https://douyin.com/?modal_id=7401797126218452275,c78af19058cfcce1113563c6af5b9c3fd1d71cf644157467518509a417d3d14f
组23,重复视频,7401745241469898010.mp4,7401745241469898010,https://douyin.com/?modal_id=7401745241469898010,86fa5fa1733cfed25c5e138242527abb8f2ed85188f1b6d22d1908817d87c7b3
组23,重复视频,7401425560355818803.mp4,7401425560355818803,https://douyin.com/?modal_id=7401425560355818803,630fc6151a7257edfb5ca51b47004fefcf9c5dd1b306e50e260efef5f5d52dd2
组23,重复视频,7401335884823547187.mp4,7401335884823547187,https://douyin.com/?modal_id=7401335884823547187,55d3ae07799931c7824dd7f6cd9e221acd6234d5d05700aa558ab9f9e65d771c
组23,重复视频,7401027526140693770.mp4,7401027526140693770,https://douyin.com/?modal_id=7401027526140693770,21054e2cfb5672a4dfd7f800bc1a5ab9a0a66678ce0320eff8ef0dd7f52a2ce9
组23,重复视频,7401013347782544666.mp4,7401013347782544666,https://douyin.com/?modal_id=7401013347782544666,4bf2df0097bcf3a4004749202d722084b42392e61937121958e0dae23c7a8d98
组23,重复视频,7400609982892330291.mp4,7400609982892330291,https://douyin.com/?modal_id=7400609982892330291,24d46251d071330ea6d63eeea31505d6822242de81aa7836b481d93944104a16
组23,重复视频,7400366955770793254.mp4,7400366955770793254,https://douyin.com/?modal_id=7400366955770793254,c5cbbf6651891c4d500b3ffe014d65e26d4043ae6ba61e343aa806b0012ddaf5
组23,重复视频,7400226170798755109.mp4,7400226170798755109,https://douyin.com/?modal_id=7400226170798755109,58f7cecb411ae1a70d49947d3840836b27d4aee332ab413c717103e539afc357
组23,重复视频,7400211653352082714.mp4,7400211653352082714,https://douyin.com/?modal_id=7400211653352082714,a8fcdbc110ec03f9966a9a8c796872f471ae37fd5771c7c66d5d6fefb1e079a3
组23,重复视频,7399953851979222282.mp4,7399953851979222282,https://douyin.com/?modal_id=7399953851979222282,4e76158fb46c6849d87a1818c74da2acaf5388f50f4ebcacc112a6b1682b74f2
组23,重复视频,7399856851560500530.mp4,7399856851560500530,https://douyin.com/?modal_id=7399856851560500530,6dea76ef73ee8e8069f4834459318fd21cb92af9ba58a05de806583d0ef86f0d
组23,重复视频,7399843436209130803.mp4,7399843436209130803,https://douyin.com/?modal_id=7399843436209130803,26eb5a6f0bacdf5de5a003eae443d631c55cbafaf2f7dfb3e4ba7b9107b84fd3
组23,重复视频,7399501487505739046.mp4,7399501487505739046,https://douyin.com/?modal_id=7399501487505739046,e57de6574d39aaba41429b0dc7743befd01fe96296dcb19490bc68c3b676bee5
组23,重复视频,7399244552487406874.mp4,7399244552487406874,https://douyin.com/?modal_id=7399244552487406874,380ac215837bd22bfa9a415ca6673e52442a4dfa37de8521baaaea29dbd2cc27
组23,重复视频,7399234584216489267.mp4,7399234584216489267,https://douyin.com/?modal_id=7399234584216489267,28332dd20e976b92d3463dc15e37e5965d6871fcb93dd9bb211201aa74d88f24
组23,重复视频,7398780113799761203.mp4,7398780113799761203,https://douyin.com/?modal_id=7398780113799761203,bf518cb7f52e7aba8679b52bdc1883ba933a81bfb533be37afeba0d1f1a646d1
组23,重复视频,7398773473725730057.mp4,7398773473725730057,https://douyin.com/?modal_id=7398773473725730057,cf6d627026e4d5990941ac92b9211b31f178bfc95ff3445afc67008aaf471ee4
组23,重复视频,7398738100484115763.mp4,7398738100484115763,https://douyin.com/?modal_id=7398738100484115763,c13395bce554337eff41fbb444ea7729f92593f526743165d57cd776c5fc03bb
组23,重复视频,7398419622736743731.mp4,7398419622736743731,https://douyin.com/?modal_id=7398419622736743731,ef96da6c5308620404e03e1a7a9b79c0cbce1b359e408f6e25b60c9e1880830c
组23,重复视频,7397741013026065714.mp4,7397741013026065714,https://douyin.com/?modal_id=7397741013026065714,c1feeec9e415ff59de54291f9e0356c0d44f915f67e90abb56bf2ab88976fd6c
组23,重复视频,7397254854495735091.mp4,7397254854495735091,https://douyin.com/?modal_id=7397254854495735091,46138488140d88942c1e6b43d372f9914b3015ec29ecd76c43655b67464a00d6
组23,重复视频,7408071551242882356.mp4,7408071551242882356,https://douyin.com/?modal_id=7408071551242882356,b1f51580582fe5469e647f6845557a9d7c2b736ff242b4ed23503470bb951c65
组24,原视频,7406233075694275878.mp4,7406233075694275878,https://douyin.com/?modal_id=7406233075694275878,4911683eabfe4a3c6918d914a3511227976ba92a062fce5a4db2baa0f710fdee
组24,重复视频,7405067960450141491.mp4,7405067960450141491,https://douyin.com/?modal_id=7405067960450141491,8d9eafd18e3bcc8310cf7f6b0914a76477bbe687dde79e5b507a131389ea1fcc
组24,重复视频,7411826949988928808.mp4,7411826949988928808,https://douyin.com/?modal_id=7411826949988928808,3cf240c85c190d31bd8462552404ccaadb328261be9a61ca1e60fa67de1d82fe
组24,重复视频,7403720561282649344.mp4,7403720561282649344,https://douyin.com/?modal_id=7403720561282649344,e34e86021643ba15c024a6a83c1f4afc1b1ef68891de9618099b6da53574d38c
组24,重复视频,7406533189298031887.mp4,7406533189298031887,https://douyin.com/?modal_id=7406533189298031887,284e630e4e77d8390547c2fad304e7477aef8c740a0539524ba77258079bc41a
组25,原视频,7414341560554278184.mp4,7414341560554278184,https://douyin.com/?modal_id=7414341560554278184,f67621fdeef946f219a65d8cc38d143606339252b9fcaa1b7967dce1258515e8
组25,重复视频,7407019493660069158.mp4,7407019493660069158,https://douyin.com/?modal_id=7407019493660069158,168e688cd1162915b9f06ef917dc0998a06e4f24f8052e259374259b43814dd7
组25,重复视频,7414111992581016884.mp4,7414111992581016884,https://douyin.com/?modal_id=7414111992581016884,4d37b16be5f4dcdbb47ee1867fc32a60d75584bd6264f24456f33ef9d827ac4f
组25,重复视频,7410324500086148404.mp4,7410324500086148404,https://douyin.com/?modal_id=7410324500086148404,7e05368cac05368711b0d3fb7ab1fecf8484cb76d90c0a609beaa679978b98f4
组26,原视频,7413352876644355368.mp4,7413352876644355368,https://douyin.com/?modal_id=7413352876644355368,58a8c8c8862c472586f2d500774fab99ca81b2bf4c31b0ce349efd1db500167b
组26,重复视频,7412968046488292643.mp4,7412968046488292643,https://douyin.com/?modal_id=7412968046488292643,6ab9f995a1657e922ec6bc941334548c1197ecce3b1f969d9bb8d54faaf5d3b8
组27,原视频,7413668707148369191.mp4,7413668707148369191,https://douyin.com/?modal_id=7413668707148369191,64de79a3696a051ca1e6247295c5e200d4cc02377fa2e7558b2bac9b38c722b7
组27,重复视频,7409955168646679871.mp4,7409955168646679871,https://douyin.com/?modal_id=7409955168646679871,e5b15fc3e1e8003d99ef8afb26d878c2fa6f2f3bbb840de030484be25c0a72c0
组28,原视频,7399595271346228517.mp4,7399595271346228517,https://douyin.com/?modal_id=7399595271346228517,0ce9c29ae1c35604bdc7188f19241cc1d715dd7920ae7e2af28cbb02fd53e931
组28,重复视频,7398140387543485705.mp4,7398140387543485705,https://douyin.com/?modal_id=7398140387543485705,d59fb0e9a15c8e59d91b622cd4bb5b64bbdc8218f9c50f6ef2cdb18bcd121f8d
组29,原视频,7408496095883529499.mp4,7408496095883529499,https://douyin.com/?modal_id=7408496095883529499,dce6370716b2056a64aedadf10d07fe360264521d5b5ab9c9bf6e4898a5a1367
组29,重复视频,7407785719156002059.mp4,7407785719156002059,https://douyin.com/?modal_id=7407785719156002059,b6f2502953ea8d6931c23e1bf66a2501d621b696d1af093cb6cb7cceac28234d
组30,原视频,7409612647479430409.mp4,7409612647479430409,https://douyin.com/?modal_id=7409612647479430409,c6a1165ecc75cf813385dfb1b63b99132e4d412a6525f7df25c08318df2ae06b
组30,重复视频,7409519959371484466.mp4,7409519959371484466,https://douyin.com/?modal_id=7409519959371484466,8e7151d85d359b68a7bca27c6e27072308bf6d8e8c46888a1899bd353e224200
组31,原视频,7405194564564258058.mp4,7405194564564258058,https://douyin.com/?modal_id=7405194564564258058,e770d2fe9d7baa0d5b7d605d1cc6cb38c02b4f4e8c54785a83a63e1d0b2023f3
组31,重复视频,7398109209830771995.mp4,7398109209830771995,https://douyin.com/?modal_id=7398109209830771995,f191542a5d868d972d0bd7273d214f33f0ddc96349f6eddbdd3e7e5616d521e6
组32,原视频,7399254023267732762.mp4,7399254023267732762,https://douyin.com/?modal_id=7399254023267732762,679982afbaed05e2bea32d16db5b591be6674ebde81adbc42f5c361e81e94b16
